Latitude,Longitude,Depth,Month,Year,Reference,Method,Acanthoica acanthifera,Acanthoica quattrospina,Algirosphaera robusta,Alisphaera unicornis,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciosolenia bimurata,Calciosolenia brasiliensis,Calyptrolithina divergens,Calyptrosphaera heimdaliae,Calyptrosphaera spp.,Ceratolithus cristatus,Ceratolithus nishidae CER,Coccolithus pelagicus,Coccolithus spp.,Coronosphaera mediterranea HOL,Cyclolihus sp.,Cyclolithus sp.,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliania huxleyi var. corona,Emiliania sp.A,Florisphaera profunda,Gephyrocapsa crassipons,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gladiolithus flabellatus,Helicosphaera HOL catilliferus type,Helicosphaera carteri,Helicosphaera carteri HOL,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helladosphaera cornifera,Helladosphaera fastigata,Homozygosphaera spp.,Homozygosphaera triarcha,Michaelsarsia adriaticus,Michaelsarsia elegans,Ohiaster hydroideus,Oolithotus antillarum,Oolithotus fragilis,Ophiaster spp.,P. vandelii + R. xiphos,Palusphaera vandelii,Poricalyptra magnaghii,Reticulofenestra parvula,Rhabdosphaera clavigera,Syracolithus catilliferus,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera corolla,Syracosphaera exigua,Syracosphaera gaarderae,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera lamina,Syracosphaera mediterranea,Syracosphaera molischii,Syracosphaera nana,Syracosphaera nodosa,Syracosphaera orbiculus,Syracosphaera pulchra,Syracosphaera pulchra HOL,Syracosphaera sp.,Syracosphaera spp.,Syracosphaera strigilis HOL,Tetralithoides quadrilaminata,Umbellosphaera irregularis,Umbellosphaera spp.,Umbellosphaera tenuis,Umbilicosphaera angustiforamen,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae
40.0,-154.3,50,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,345.0,0.0,20585.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,805.0,0.0,0.0,115.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-154.3,75,9,1969,Okada1973,SEM,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,68145.0,0.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,385.0,0.0,0.0,770.0,0.0,0.0,770.0,1925.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-154.3,100,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1972.0,116.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,362.0,0.0,0.0,130.0,0.0,0.0,0.0,29.0,0.0,0.0,116.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-154.3,125,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-154.3,150,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,464.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,18.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,-154.3,200,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,-154.55,0,9,1969,Okada1973,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,-154.51,0,9,1969,Okada1973,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.54,-154.55,0,9,1969,Okada1973,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.59,-154.54,0,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,96.0,0.0,888.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,136.0,0.0
35.0,-154.57,0,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,8.0,0.0
35.0,-154.57,10,9,1969,Okada1973,SEM,45.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,9.0,0.0,279.0,0.0,0.0,0.0,0.0,36.0,0.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,9.0,0.0,0.0,45.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,9.0,0.0
35.0,-154.57,20,9,1969,Okada1973,SEM,7.0,7.0,0.0,14.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,70.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0
35.0,-154.57,30,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,63.0,0.0,1386.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4032.0,0.0,0.0,0.0,0.0
35.0,-154.57,50,9,1969,Okada1973,SEM,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,75.0,0.0,6225.0,0.0,0.0,150.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,750.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,375.0,0.0,75.0,75.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0
35.0,-154.57,75,9,1969,Okada1973,SEM,0.0,0.0,0.0,46.0,0.0,46.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,186.0,0.0,6556.0,0.0,0.0,0.0,46.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,46.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,0.0,0.0,93.0,0.0
35.0,-154.57,100,9,1969,Okada1973,SEM,0.0,0.0,50.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8762.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,396.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-154.57,125,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4688.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-154.57,150,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,1591.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,-154.57,200,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,24.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
34.0,-154.48,0,9,1969,Okada1973,SEM,51.0,0.0,0.0,20.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,20.0,0.0,296.0,0.0,0.0,0.0,0.0,10.0,0.0,51.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,541.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,10.0,31.0,0.0,10.0,71.0,0.0,0.0,0.0,41.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
33.0,-154.5,0,9,1969,Okada1973,SEM,14.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,42.0,7.0,175.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,581.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,0.0,70.0,0.0,0.0,14.0,49.0,0.0,0.0,0.0,28.0,91.0,35.0,0.0,0.0,0.0,7.0,0.0,133.0,0.0,0.0,21.0,7.0
32.0,-154.53,0,9,1969,Okada1973,SEM,10.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,300.0,10.0,170.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,660.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,40.0,30.0,0.0,40.0,50.0,0.0,0.0,0.0,90.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,0.0
31.0,-154.48,0,9,1969,Okada1973,SEM,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,242.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,28.0,28.0,3.0,0.0,0.0,0.0,3.0,0.0,56.0,0.0,0.0,3.0,0.0
29.59,-155.1,0,9,1969,Okada1973,SEM,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,36.0,0.0,0.0,0.0,0.0,113.0,0.0,69.0,0.0,0.0,0.0,0.0
29.59,-155.1,10,9,1969,Okada1973,SEM,0.0,60.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,277.0,0.0,0.0,6.0,0.0,0.0,6.0,12.0,0.0,24.0,6.0,0.0,6.0,48.0,0.0,6.0,0.0,18.0,121.0,18.0,0.0,0.0,0.0,151.0,0.0,115.0,0.0,0.0,0.0,0.0
29.59,-155.1,20,9,1969,Okada1973,SEM,0.0,135.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,580.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,486.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,68.0,27.0,0.0,0.0,176.0,0.0,27.0,0.0,122.0,364.0,0.0,0.0,0.0,0.0,162.0,0.0,68.0,0.0,0.0,0.0,0.0
29.59,-155.1,30,9,1969,Okada1973,SEM,39.0,143.0,13.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,325.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,585.0,0.0,0.0,0.0,0.0,117.0,0.0,65.0,0.0,26.0,156.0,0.0,13.0,117.0,0.0,0.0,0.0,299.0,65.0,0.0,0.0,0.0,0.0,52.0,0.0,117.0,0.0,0.0,0.0,0.0
29.59,-155.1,50,9,1969,Okada1973,SEM,0.0,175.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,238.0,0.0,79.0,0.0,0.0,0.0,0.0,16.0,0.0,191.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,652.0,0.0,32.0,111.0,0.0,127.0,16.0,0.0,0.0,64.0,95.0,0.0,0.0,238.0,0.0,0.0,0.0,302.0,79.0,16.0,0.0,0.0,0.0,64.0,0.0,366.0,0.0,0.0,0.0,0.0
29.59,-155.1,75,9,1969,Okada1973,SEM,32.0,65.0,130.0,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,260.0,0.0,162.0,0.0,0.0,32.0,0.0,65.0,0.0,130.0,65.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,0.0,98.0,0.0,65.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4192.0,0.0,0.0,0.0,0.0
29.59,-155.1,100,9,1969,Okada1973,SEM,100.0,0.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,200.0,0.0,0.0,250.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,100.0,0.0,0.0,0.0,0.0,150.0,0.0,200.0,100.0,0.0,50.0,150.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,6750.0,0.0,0.0,0.0,0.0
29.59,-155.1,125,9,1969,Okada1973,SEM,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1550.0,25.0,0.0,50.0,0.0,625.0,25.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,225.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,100.0,25.0,175.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0
29.59,-155.1,150,9,1969,Okada1973,SEM,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1386.0,0.0,0.0,0.0,18.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,18.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
29.59,-155.1,200,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,103.0,93.0,0.0,3.0,0.0,3.0,103.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
29.0,-155.3,0,9,1969,Okada1973,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,29.0,5.0,5.0,0.0,0.0,0.0,436.0,0.0,167.0,0.0,0.0,0.0,0.0
28.0,-154.58,0,9,1969,Okada1973,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,-154.58,0,9,1969,Okada1973,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,-154.58,0,9,1969,Okada1973,SEM,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,0.0,0.0,0.0,56.0,222.0,0.0,0.0,0.0,0.0,2553.0,0.0,352.0,0.0,0.0,0.0,0.0
25.0,-154.58,0,9,1969,Okada1973,SEM,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,156.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,85.0,99.0,0.0,0.0,0.0,0.0,1358.0,0.0,226.0,0.0,0.0,14.0,0.0
25.0,-154.58,10,9,1969,Okada1973,SEM,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,53.0,0.0,0.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0,1848.0,0.0,231.0,0.0,0.0,36.0,0.0
25.0,-154.58,20,9,1969,Okada1973,SEM,29.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,88.0,117.0,0.0,0.0,0.0,0.0,1494.0,0.0,249.0,0.0,0.0,0.0,0.0
